var,est,lowCI,upCI,tsLength,buffer,responseVar,greenSpaceVar,biome,pollutant,aic,r2m,r2c
temperature_2m,-0.03683912735012283,-0.060361905613674625,-0.01331634908657104,6,8000,ConcentrationMean,ndvi,Mediterranean forest/shrubland,NO2,-1903.2340489755225,0.053277718308741645,0.9107222178477608
wind_abs,-0.07388847817433085,-0.09036840764680222,-0.05740854870185948,6,8000,ConcentrationMean,ndvi,Mediterranean forest/shrubland,NO2,-1903.2340489755225,0.053277718308741645,0.9107222178477608
green,-0.006648623783855924,-0.027541097652325455,0.014243850084613607,6,8000,ConcentrationMean,ndvi,Mediterranean forest/shrubland,PM10,-2832.9716745527803,0.17137497623291734,0.7986852642847917
totEmission,0.01619703198608877,0.005412003280665139,0.0269820606915124,6,8000,ConcentrationMean,ndvi,Mediterranean forest/shrubland,PM10,-2832.9716745527803,0.17137497623291734,0.7986852642847917
total_precipitation,-0.03541002036423901,-0.04798343457374104,-0.022836606154736976,6,8000,ConcentrationMean,ndvi,Mediterranean forest/shrubland,PM10,-2832.9716745527803,0.17137497623291734,0.7986852642847917
relative_humidity,-0.0019019491270936902,-0.0274895606799762,0.02368566242578882,6,8000,ConcentrationMean,ndvi,Mediterranean forest/shrubland,PM10,-2832.9716745527803,0.17137497623291734,0.7986852642847917
temperature_2m,0.07765615517012983,0.055122457169832946,0.10018985317042672,6,8000,ConcentrationMean,ndvi,Mediterranean forest/shrubland,PM10,-2832.9716745527803,0.17137497623291734,0.7986852642847917
wind_abs,-0.03884148121800963,-0.0538835101782109,-0.023799452257808357,6,8000,ConcentrationMean,ndvi,Mediterranean forest/shrubland,PM10,-2832.9716745527803,0.17137497623291734,0.7986852642847917
green,0.036998896468094,-0.004912875372544839,0.07891066830873283,6,8000,ConcentrationMean,ndvi,Mediterranean forest/shrubland,PM25,-692.4640410292641,0.07325315957182958,0.8276227866225372
totEmission,0.011883039006793652,-0.0065598053893452055,0.03032588340293251,6,8000,ConcentrationMean,ndvi,Mediterranean forest/shrubland,PM25,-692.4640410292641,0.07325315957182958,0.8276227866225372
total_precipitation,-0.07453455409288423,-0.09607238782885447,-0.052996720356913996,6,8000,ConcentrationMean,ndvi,Mediterranean forest/shrubland,PM25,-692.4640410292641,0.07325315957182958,0.8276227866225372
relative_humidity,0.09025708006615979,0.04283284000203511,0.13768132013028447,6,8000,ConcentrationMean,ndvi,Mediterranean forest/shrubland,PM25,-692.4640410292641,0.07325315957182958,0.8276227866225372
temperature_2m,0.014438453511543646,-0.028415290698757874,0.05729219772184516,6,8000,ConcentrationMean,ndvi,Mediterranean forest/shrubland,PM25,-692.4640410292641,0.07325315957182958,0.8276227866225372
wind_abs,-0.021330191737352195,-0.05344455036828444,0.010784166893580045,6,8000,ConcentrationMean,ndvi,Mediterranean forest/shrubland,PM25,-692.4640410292641,0.07325315957182958,0.8276227866225372
green,-0.00829728682620152,-0.02095007758593742,0.004355503933534382,6,8000,ConcentrationMean,ndvi,Mediterranean forest/shrubland,O3,-7182.967198625596,0.09596645600985335,0.84036174977853
totEmission,-0.009243828175188144,-0.01990958203080117,0.0014219256804248806,6,8000,ConcentrationMean,ndvi,Mediterranean forest/shrubland,O3,-7182.967198625596,0.09596645600985335,0.84036174977853
total_precipitation,0.018222491467335542,0.011956912671522647,0.024488070263148438,6,8000,ConcentrationMean,ndvi,Mediterranean forest/shrubland,O3,-7182.967198625596,0.09596645600985335,0.84036174977853
relative_humidity,-0.0657668024203096,-0.08011290587964123,-0.05142069896097798,6,8000,ConcentrationMean,ndvi,Mediterranean forest/shrubland,O3,-7182.967198625596,0.09596645600985335,0.84036174977853
temperature_2m,-0.0010482619034940083,-0.013908165218759158,0.011811641411771141,6,8000,ConcentrationMean,ndvi,Mediterranean forest/shrubland,O3,-7182.967198625596,0.09596645600985335,0.84036174977853
wind_abs,0.019750046573352633,0.011409390277112906,0.02809070286959236,6,8000,ConcentrationMean,ndvi,Mediterranean forest/shrubland,O3,-7182.967198625596,0.09596645600985335,0.84036174977853
green,0.012630656146472663,-0.004693780929674823,0.029955093222620147,6,8000,ConcentrationMean,ndvi,Forest coniferous,NO2,-1212.4633977126796,0.06847814832279828,0.9460793978134934
totEmission,-0.005210727909068203,-0.04234940564298542,0.03192794982484902,6,8000,ConcentrationMean,ndvi,Forest coniferous,NO2,-1212.4633977126796,0.06847814832279828,0.9460793978134934
total_precipitation,-0.03137673721398494,-0.049592708873482994,-0.013160765554486895,6,8000,ConcentrationMean,ndvi,Forest coniferous,NO2,-1212.4633977126796,0.06847814832279828,0.9460793978134934
relative_humidity,-0.04761297385895612,-0.06901684472117697,-0.026209102996735262,6,8000,ConcentrationMean,ndvi,Forest coniferous,NO2,-1212.4633977126796,0.06847814832279828,0.9460793978134934
temperature_2m,-0.022548505884951973,-0.05297547634548768,0.007878464575583735,6,8000,ConcentrationMean,ndvi,Forest coniferous,NO2,-1212.4633977126796,0.06847814832279828,0.9460793978134934
wind_abs,-0.02982309704748004,-0.0522309619544295,-0.0074152321405305845,6,8000,ConcentrationMean,ndvi,Forest coniferous,NO2,-1212.4633977126796,0.06847814832279828,0.9460793978134934
green,0.014445576104114496,-0.005657758234942644,0.03454891044317164,6,8000,ConcentrationMean,ndvi,Forest coniferous,PM10,-1131.448883460128,0.18338453227298596,0.8982753800224391
totEmission,0.013526267609756724,-0.02295180739796547,0.05000434261747892,6,8000,ConcentrationMean,ndvi,Forest coniferous,PM10,-1131.448883460128,0.18338453227298596,0.8982753800224391
total_precipitation,-0.058242712561339116,-0.07810277904871996,-0.038382646073958276,6,8000,ConcentrationMean,ndvi,Forest coniferous,PM10,-1131.448883460128,0.18338453227298596,0.8982753800224391
relative_humidity,-0.08194766909590769,-0.10962374862701499,-0.05427158956480039,6,8000,ConcentrationMean,ndvi,Forest coniferous,PM10,-1131.448883460128,0.18338453227298596,0.8982753800224391
temperature_2m,0.04342350968460602,0.014143418542234519,0.07270360082697752,6,8000,ConcentrationMean,ndvi,Forest coniferous,PM10,-1131.448883460128,0.18338453227298596,0.8982753800224391
wind_abs,-0.02541517467123896,-0.0472958568542174,-0.003534492488260512,6,8000,ConcentrationMean,ndvi,Forest coniferous,PM10,-1131.448883460128,0.18338453227298596,0.8982753800224391
green,0.031478043488169925,-0.01696430370770189,0.07992039068404175,6,8000,ConcentrationMean,ndvi,Forest coniferous,PM25,-81.26630427141436,0.11155498462321342,0.9126567668280601
totEmission,-0.025382546976374164,-0.10297491225293255,0.052209818300184216,6,8000,ConcentrationMean,ndvi,Forest coniferous,PM25,-81.26630427141436,0.11155498462321342,0.9126567668280601
total_precipitation,-0.056293211271426745,-0.09623460687181541,-0.016351815671038078,6,8000,ConcentrationMean,ndvi,Forest coniferous,PM25,-81.26630427141436,0.11155498462321342,0.9126567668280601
relative_humidity,-0.06858805931404639,-0.12200331768097603,-0.01517280094711676,6,8000,ConcentrationMean,ndvi,Forest coniferous,PM25,-81.26630427141436,0.11155498462321342,0.9126567668280601
temperature_2m,0.015320936483501423,-0.0434161910595932,0.07405806402659604,6,8000,ConcentrationMean,ndvi,Forest coniferous,PM25,-81.26630427141436,0.11155498462321342,0.9126567668280601
wind_abs,-0.07781075128655722,-0.11705617458397095,-0.038565327989143486,6,8000,ConcentrationMean,ndvi,Forest coniferous,PM25,-81.26630427141436,0.11155498462321342,0.9126567668280601
green,-0.013274930214963591,-0.027708697297292664,0.0011588368673654814,6,8000,ConcentrationMean,ndvi,Forest coniferous,O3,-1343.3867098258538,0.2720736305209567,0.856689436142363
totEmission,1.707506178824387e-4,-0.02782703631932944,0.02816853755509432,6,8000,ConcentrationMean,ndvi,Forest coniferous,O3,-1343.3867098258538,0.2720736305209567,0.856689436142363
total_precipitation,0.012043737895960492,-0.0012400008692924538,0.02532747666121344,6,8000,ConcentrationMean,ndvi,Forest coniferous,O3,-1343.3867098258538,0.2720736305209567,0.856689436142363
relative_humidity,-0.10228950377259013,-0.12395291421650073,-0.08062609332867954,6,8000,ConcentrationMean,ndvi,Forest coniferous,O3,-1343.3867098258538,0.2720736305209567,0.856689436142363
temperature_2m,-0.046367644057215815,-0.07184866260054296,-0.020886625513888667,6,8000,ConcentrationMean,ndvi,Forest coniferous,O3,-1343.3867098258538,0.2720736305209567,0.856689436142363
wind_abs,0.02779438840505444,0.006254396111943797,0.049334380698165085,6,8000,ConcentrationMean,ndvi,Forest coniferous,O3,-1343.3867098258538,0.2720736305209567,0.856689436142363
green,-0.02372211102661882,-0.05657433821458595,0.009130116161348307,6,8000,ConcentrationMean,ndvi,Savanna/grassland,NO2,-805.0786734402097,0.11059287339476861,0.9500657020155544
totEmission,-0.010040881732590934,-0.03626456787762555,0.016182804412443685,6,8000,ConcentrationMean,ndvi,Savanna/grassland,NO2,-805.0786734402097,0.11059287339476861,0.9500657020155544
total_precipitation,0.006822976217429797,-0.014662229623180704,0.0283081820580403,6,8000,ConcentrationMean,ndvi,Savanna/grassland,NO2,-805.0786734402097,0.11059287339476861,0.9500657020155544
relative_humidity,-0.07639804392332064,-0.1173540491659085,-0.03544203868073279,6,8000,ConcentrationMean,ndvi,Savanna/grassland,NO2,-805.0786734402097,0.11059287339476861,0.9500657020155544
temperature_2m,-0.06491772030318492,-0.10923637125032884,-0.020599069356041,6,8000,ConcentrationMean,ndvi,Savanna/grassland,NO2,-805.0786734402097,0.11059287339476861,0.9500657020155544
wind_abs,-0.01928461525167435,-0.04575844970728417,0.007189219203935473,6,8000,ConcentrationMean,ndvi,Savanna/grassland,NO2,-805.0786734402097,0.11059287339476861,0.9500657020155544
green,-0.009397634000847057,-0.05668277085598897,0.03788750285429486,6,8000,ConcentrationMean,ndvi,Savanna/grassland,PM10,-109.47209589168119,0.3447661465187079,0.7584372249963679
totEmission,0.008465378472885341,-0.04634203511335011,0.06327279205912079,6,8000,ConcentrationMean,ndvi,Savanna/grassland,PM10,-109.47209589168119,0.3447661465187079,0.7584372249963679
total_precipitation,-0.032780978021078905,-0.09898028315929104,0.03341832711713323,6,8000,ConcentrationMean,ndvi,Savanna/grassland,PM10,-109.47209589168119,0.3447661465187079,0.7584372249963679
relative_humidity,-0.1461114640737154,-0.22995615333722735,-0.06226677481020344,6,8000,ConcentrationMean,ndvi,Savanna/grassland,PM10,-109.47209589168119,0.3447661465187079,0.7584372249963679
temperature_2m,0.04023498726655061,-0.02562143455413559,0.1060914090872368,6,8000,ConcentrationMean,ndvi,Savanna/grassland,PM10,-109.47209589168119,0.3447661465187079,0.7584372249963679
wind_abs,0.0034787376776034334,-0.033041403278338315,0.03999887863354518,6,8000,ConcentrationMean,ndvi,Savanna/grassland,PM10,-109.47209589168119,0.3447661465187079,0.7584372249963679
green,-0.010182008544276375,-0.04012928310178404,0.019765266013231295,6,8000,ConcentrationMean,ndvi,Savanna/grassland,PM25,-329.8909880973508,0.2697658521386817,0.6709378406369587
totEmission,0.024377761829686338,-0.019062251538727933,0.06781777519810062,6,8000,ConcentrationMean,ndvi,Savanna/grassland,PM25,-329.8909880973508,0.2697658521386817,0.6709378406369587
total_precipitation,0.02057089814423362,-0.014765165551232435,0.055906961839699676,6,8000,ConcentrationMean,ndvi,Savanna/grassland,PM25,-329.8909880973508,0.2697658521386817,0.6709378406369587
relative_humidity,-0.08424090970112294,-0.13358927097654094,-0.034892548425704946,6,8000,ConcentrationMean,ndvi,Savanna/grassland,PM25,-329.8909880973508,0.2697658521386817,0.6709378406369587
temperature_2m,0.03760180859800695,-0.0052617958747656485,0.08046541307077955,6,8000,ConcentrationMean,ndvi,Savanna/grassland,PM25,-329.8909880973508,0.2697658521386817,0.6709378406369587
wind_abs,-0.0022149665734488523,-0.030717362909479785,0.02628742976258208,6,8000,ConcentrationMean,ndvi,Savanna/grassland,PM25,-329.8909880973508,0.2697658521386817,0.6709378406369587
green,-0.024250814526884518,-0.03586287856802085,-0.01263875048574818,6,8000,ConcentrationMean,ndvi,Savanna/grassland,O3,-3032.1247086220833,0.24980630505580745,0.7849647671306612
totEmission,-4.0444600525947865e-4,-0.012173122147898738,0.011364230137379782,6,8000,ConcentrationMean,ndvi,Savanna/grassland,O3,-3032.1247086220833,0.24980630505580745,0.7849647671306612
total_precipitation,0.007759668622840058,-0.0015568978603336513,0.01707623510601377,6,8000,ConcentrationMean,ndvi,Savanna/grassland,O3,-3032.1247086220833,0.24980630505580745,0.7849647671306612
relative_humidity,-0.06649986659873398,-0.080932665380014715,-0.052067067817453246,6,8000,ConcentrationMean,ndvi,Savanna/grassland,O3,-3032.1247086220833,0.24980630505580745,0.7849647671306612
temperature_2m,0.014509577548121093,6.185203202393203e-4,0.028400634776002867,6,8000,ConcentrationMean,ndvi,Savanna/grassland,O3,-3032.1247086220833,0.24980630505580745,0.7849647671306612
wind_abs,0.005225325856707836,-0.005587478691947369,0.01603813040536304,6,8000,ConcentrationMean,ndvi,Savanna/grassland,O3,-3032.1247086220833,0.24980630505580745,0.7849647671306612
green,-0.00133165918547929,-0.013380411710106628,0.010717093339148047,6,8000,ConcentrationMax,treePerc,Forest mixed,NO2,-4310.456897888151,0.06838918318914751,0.8610379613772032
totEmission,0.043702381733729125,0.031841382364474036,0.05556338110298421,6,8000,ConcentrationMax,treePerc,Forest mixed,NO2,-4310.456897888151,0.06838918318914751,0.8610379613772032
total_precipitation,-0.030360607078170378,-0.038179829209784334,-0.02254138494655642,6,8000,ConcentrationMax,treePerc,Forest mixed,NO2,-4310.456897888151,0.06838918318914751,0.8610379613772032
relative_humidity,-5.6978633858880127e-5,-0.008810797111688475,0.008696839843970716,6,8000,ConcentrationMax,treePerc,Forest mixed,NO2,-4310.456897888151,0.06838918318914751,0.8610379613772032
temperature_2m,-0.05388229217099695,-0.06502255788900052,-0.04274202645299338,6,8000,ConcentrationMax,treePerc,Forest mixed,NO2,-4310.456897888151,0.06838918318914751,0.8610379613772032
wind_abs,-0.01706172448020017,-0.02576902506044418,-0.008354423899956163,6,8000,ConcentrationMax,treePerc,Forest mixed,NO2,-4310.456897888151,0.06838918318914751,0.8610379613772032
green,0.018533624901380538,0.004215540978669359,0.03285170882409172,6,8000,ConcentrationMax,treePerc,Forest mixed,PM10,-1364.5880466988237,0.10898298858810423,0.8301052725476771
totEmission,0.01994773219693062,0.004618387147373145,0.0352770772464881,6,8000,ConcentrationMax,treePerc,Forest mixed,PM10,-1364.5880466988237,0.10898298858810423,0.8301052725476771
total_precipitation,-0.03064332528399367,-0.040044568264990796,-0.021242082302996547,6,8000,ConcentrationMax,treePerc,Forest mixed,PM10,-1364.5880466988237,0.10898298858810423,0.8301052725476771
relative_humidity,-0.04181239238717376,-0.0515735003180213,-0.032051284456326226,6,8000,ConcentrationMax,treePerc,Forest mixed,PM10,-1364.5880466988237,0.10898298858810423,0.8301052725476771
temperature_2m,-0.06720756157336726,-0.08032858616535753,-0.05408653698137699,6,8000,ConcentrationMax,treePerc,Forest mixed,PM10,-1364.5880466988237,0.10898298858810423,0.8301052725476771
wind_abs,0.04303499724085121,0.03298897719625789,0.05308101728544454,6,8000,ConcentrationMax,treePerc,Forest mixed,PM10,-1364.5880466988237,0.10898298858810423,0.8301052725476771
green,-0.00721276391981067,-0.0292713234047897,0.014845795565168362,6,8000,ConcentrationMax,treePerc,Forest mixed,PM25,34.71683261567887,0.09295735623158684,0.8764133281749023
totEmission,-9.508910955179034e-4,-0.03195488897963354,0.030053106788597735,6,8000,ConcentrationMax,treePerc,Forest mixed,PM25,34.71683261567887,0.09295735623158684,0.8764133281749023
total_precipitation,-0.016757171478288594,-0.03140245055206114,-0.0021118924045160515,6,8000,ConcentrationMax,treePerc,Forest mixed,PM25,34.71683261567887,0.09295735623158684,0.8764133281749023
relative_humidity,-0.011132431366151675,-0.030253380715600006,0.007988517983296658,6,8000,ConcentrationMax,treePerc,Forest mixed,PM25,34.71683261567887,0.09295735623158684,0.8764133281749023
temperature_2m,-0.0766847352082797,-0.09704306864608486,-0.05632640177047455,6,8000,ConcentrationMax,treePerc,Forest mixed,PM25,34.71683261567887,0.09295735623158684,0.8764133281749023
wind_abs,0.05713064870567913,0.04089430238794388,0.07336699502341439,6,8000,ConcentrationMax,treePerc,Forest mixed,PM25,34.71683261567887,0.09295735623158684,0.8764133281749023
green,-0.014644103248013558,-0.022102270824920885,-0.0071859356711062305,6,8000,ConcentrationMax,treePerc,Forest mixed,O3,-9412.91030468818,0.18592654971745257,0.6917511717948855
totEmission,-0.005631733255216758,-0.012934736016467772,0.0016712695060342557,6,8000,ConcentrationMax,treePerc,Forest mixed,O3,-9412.91030468818,0.18592654971745257,0.6917511717948855
total_precipitation,0.02473963823035005,0.019323856793997406,0.030155419666702692,6,8000,ConcentrationMax,treePerc,Forest mixed,O3,-9412.91030468818,0.18592654971745257,0.6917511717948855
relative_humidity,-0.07123212037042943,-0.07740533789225136,-0.0650589028486075,6,8000,ConcentrationMax,treePerc,Forest mixed,O3,-9412.91030468818,0.18592654971745257,0.6917511717948855
