var,est,lowCI,upCI,tsLength,buffer,responseVar,greenSpaceVar,biome,pollutant,aic,r2m,r2c
green,-0.037431461180312445,-0.08160722927986327,0.006744306919238392,6,4000,ConcentrationMax,ndvi,Savanna/grassland,NO2,-373.0406398186815,0.20884055709235017,0.8766370815930126
totEmission,0.021635531859594537,-0.014514271987941457,0.05778533570713053,6,4000,ConcentrationMax,ndvi,Savanna/grassland,NO2,-373.0406398186815,0.20884055709235017,0.8766370815930126
total_precipitation,0.06168076368201694,0.03058890238032052,0.09277262498371336,6,4000,ConcentrationMax,ndvi,Savanna/grassland,NO2,-373.0406398186815,0.20884055709235017,0.8766370815930126
relative_humidity,-0.16710742019640193,-0.22160132616256878,-0.11261351423023508,6,4000,ConcentrationMax,ndvi,Savanna/grassland,NO2,-373.0406398186815,0.20884055709235017,0.8766370815930126
temperature_2m,-0.10262654847061248,-0.1568578284096444,-0.04839526853158056,6,4000,ConcentrationMax,ndvi,Savanna/grassland,NO2,-373.0406398186815,0.20884055709235017,0.8766370815930126
wind_abs,-0.01577442999921128,-0.05247774810241636,0.020928888103993796,6,4000,ConcentrationMax,ndvi,Savanna/grassland,NO2,-373.0406398186815,0.20884055709235017,0.8766370815930126
green,-0.05792605429800008,-0.1292828258149283,0.013430717218928155,6,4000,ConcentrationMax,ndvi,Savanna/grassland,PM10,86.61473004252537,0.3182621726938486,0.716539710155913
totEmission,-0.03702431024903824,-0.11100005873987052,0.036951438241794046,6,4000,ConcentrationMax,ndvi,Savanna/grassland,PM10,86.61473004252537,0.3182621726938486,0.716539710155913
total_precipitation,-0.04276405972502415,-0.13556552811872769,0.050037408668679374,6,4000,ConcentrationMax,ndvi,Savanna/grassland,PM10,86.61473004252537,0.3182621726938486,0.716539710155913
relative_humidity,-0.16781670884126487,-0.2820406654338333,-0.05359275224869639,6,4000,ConcentrationMax,ndvi,Savanna/grassland,PM10,86.61473004252537,0.3182621726938486,0.716539710155913
temperature_2m,0.015490999706881555,-0.07134540756981896,0.10232740698358207,6,4000,ConcentrationMax,ndvi,Savanna/grassland,PM10,86.61473004252537,0.3182621726938486,0.716539710155913
wind_abs,-0.0223583491923248,-0.07376894158172631,0.029052243197076714,6,4000,ConcentrationMax,ndvi,Savanna/grassland,PM10,86.61473004252537,0.3182621726938486,0.716539710155913
green,-0.07787298875903735,-0.13471031506926195,-0.021035662448812754,6,4000,ConcentrationMax,ndvi,Savanna/grassland,PM25,209.3804820736491,0.2952723393559869,0.6489583922802125
totEmission,-0.05039512048612806,-0.12079992089217059,0.020009679919914473,6,4000,ConcentrationMax,ndvi,Savanna/grassland,PM25,209.3804820736491,0.2952723393559869,0.6489583922802125
total_precipitation,0.037495212257476054,-0.022731578307484727,0.09772200282243684,6,4000,ConcentrationMax,ndvi,Savanna/grassland,PM25,209.3804820736491,0.2952723393559869,0.6489583922802125
relative_humidity,-0.1828418597161054,-0.265913854908701,-0.09976986452350978,6,4000,ConcentrationMax,ndvi,Savanna/grassland,PM25,209.3804820736491,0.2952723393559869,0.6489583922802125
temperature_2m,0.024287213266960834,-0.04544674369776994,0.0940211702316916,6,4000,ConcentrationMax,ndvi,Savanna/grassland,PM25,209.3804820736491,0.2952723393559869,0.6489583922802125
wind_abs,0.0014765077576496598,-0.046119526978397926,0.049072542493697247,6,4000,ConcentrationMax,ndvi,Savanna/grassland,PM25,209.3804820736491,0.2952723393559869,0.6489583922802125
green,-0.03168925910653373,-0.04444562437073083,-0.01893289384233663,6,4000,ConcentrationMax,ndvi,Savanna/grassland,O3,-2645.454786476845,0.38563073582091545,0.7373750843141704
totEmission,-0.007426201843636782,-0.019596161998643006,0.004743758311369441,6,4000,ConcentrationMax,ndvi,Savanna/grassland,O3,-2645.454786476845,0.38563073582091545,0.7373750843141704
total_precipitation,0.02452314808683532,0.013668891070109003,0.03537740510356163,6,4000,ConcentrationMax,ndvi,Savanna/grassland,O3,-2645.454786476845,0.38563073582091545,0.7373750843141704
relative_humidity,-0.09515446156192554,-0.11091545497668476,-0.07939346814716633,6,4000,ConcentrationMax,ndvi,Savanna/grassland,O3,-2645.454786476845,0.38563073582091545,0.7373750843141704
temperature_2m,0.012146967083970204,-0.001643260084862595,0.025937194252803004,6,4000,ConcentrationMax,ndvi,Savanna/grassland,O3,-2645.454786476845,0.38563073582091545,0.7373750843141704
wind_abs,0.006042298149083487,-0.005558203526412068,0.01764279982457904,6,4000,ConcentrationMax,ndvi,Savanna/grassland,O3,-2645.454786476845,0.38563073582091545,0.7373750843141704
green,-0.004595787007463315,-0.014806856071534964,0.0056152820566083336,6,8000,ConcentrationMean,treePerc,Forest mixed,NO2,-7985.226900591784,0.05174292656049539,0.9286016850754187
totEmission,0.0421291934378934,0.03202043985565914,0.052237947020127656,6,8000,ConcentrationMean,treePerc,Forest mixed,NO2,-7985.226900591784,0.05174292656049539,0.9286016850754187
total_precipitation,-0.03207956243745534,-0.03855076917724953,-0.025608355697661147,6,8000,ConcentrationMean,treePerc,Forest mixed,NO2,-7985.226900591784,0.05174292656049539,0.9286016850754187
relative_humidity,-0.001222723456742189,-0.008374104772684998,0.005928657859200621,6,8000,ConcentrationMean,treePerc,Forest mixed,NO2,-7985.226900591784,0.05174292656049539,0.9286016850754187
temperature_2m,-0.00893414367818393,-0.01833819188478941,4.6990452842154973e-4,6,8000,ConcentrationMean,treePerc,Forest mixed,NO2,-7985.226900591784,0.05174292656049539,0.9286016850754187
wind_abs,-0.026748881350607052,-0.03401273337099482,-0.019485029330219283,6,8000,ConcentrationMean,treePerc,Forest mixed,NO2,-7985.226900591784,0.05174292656049539,0.9286016850754187
green,-0.019791267889821,-0.029879130323625137,-0.009703405456016863,6,8000,ConcentrationMean,treePerc,Forest mixed,PM10,-7828.627578665299,0.12534583549563447,0.85691277062302
totEmission,0.02551237783112591,0.014619051827158874,0.03640570383509295,6,8000,ConcentrationMean,treePerc,Forest mixed,PM10,-7828.627578665299,0.12534583549563447,0.85691277062302
total_precipitation,-0.0370846920127932,-0.04361972522176168,-0.03054965880382472,6,8000,ConcentrationMean,treePerc,Forest mixed,PM10,-7828.627578665299,0.12534583549563447,0.85691277062302
relative_humidity,-0.019527636573487786,-0.026288559987462726,-0.012766713159512846,6,8000,ConcentrationMean,treePerc,Forest mixed,PM10,-7828.627578665299,0.12534583549563447,0.85691277062302
temperature_2m,-7.950137409477575e-4,-0.009990262730418229,0.008400235248522715,6,8000,ConcentrationMean,treePerc,Forest mixed,PM10,-7828.627578665299,0.12534583549563447,0.85691277062302
wind_abs,-0.024608610052645228,-0.03160758949451645,-0.01760963061077401,6,8000,ConcentrationMean,treePerc,Forest mixed,PM10,-7828.627578665299,0.12534583549563447,0.85691277062302
green,-0.04220171034012845,-0.057861822205454314,-0.026541598474802586,6,8000,ConcentrationMean,treePerc,Forest mixed,PM25,-2615.060300817946,0.10798257568620137,0.8894462989804878
totEmission,0.006985874196346401,-0.015307163114493223,0.029278911507186024,6,8000,ConcentrationMean,treePerc,Forest mixed,PM25,-2615.060300817946,0.10798257568620137,0.8894462989804878
total_precipitation,-0.028190350972948218,-0.03855834716188189,-0.017822354784014543,6,8000,ConcentrationMean,treePerc,Forest mixed,PM25,-2615.060300817946,0.10798257568620137,0.8894462989804878
relative_humidity,0.003342388070936335,-0.01019953296026282,0.016884309102135488,6,8000,ConcentrationMean,treePerc,Forest mixed,PM25,-2615.060300817946,0.10798257568620137,0.8894462989804878
temperature_2m,-0.009535467683539883,-0.023950517129671695,0.004879581762591926,6,8000,ConcentrationMean,treePerc,Forest mixed,PM25,-2615.060300817946,0.10798257568620137,0.8894462989804878
wind_abs,-0.013219652095395927,-0.02470378213899188,-0.001735522051799972,6,8000,ConcentrationMean,treePerc,Forest mixed,PM25,-2615.060300817946,0.10798257568620137,0.8894462989804878
green,-0.007745048457442049,-0.01509075248604674,-3.993444288373574e-4,6,8000,ConcentrationMean,treePerc,Forest mixed,O3,-10933.872422277596,0.11768970918349249,0.7801577724407538
totEmission,-0.0015830821983637542,-0.008808891989790055,0.005642727593062547,6,8000,ConcentrationMean,treePerc,Forest mixed,O3,-10933.872422277596,0.11768970918349249,0.7801577724407538
total_precipitation,0.023210779128093967,0.01821501536001175,0.028206542896176183,6,8000,ConcentrationMean,treePerc,Forest mixed,O3,-10933.872422277596,0.11768970918349249,0.7801577724407538
relative_humidity,-0.0740515006925411,-0.07975611871140258,-0.06834688267367962,6,8000,ConcentrationMean,treePerc,Forest mixed,O3,-10933.872422277596,0.11768970918349249,0.7801577724407538
temperature_2m,-0.024551889006615337,-0.031610634018830186,-0.017493143994400488,6,8000,ConcentrationMean,treePerc,Forest mixed,O3,-10933.872422277596,0.11768970918349249,0.7801577724407538
wind_abs,0.030134708688539624,0.0247074300624197,0.03556198731465955,6,8000,ConcentrationMean,treePerc,Forest mixed,O3,-10933.872422277596,0.11768970918349249,0.7801577724407538
green,0.021583527286362123,-0.008846995326806394,0.05201404989953064,6,8000,ConcentrationMean,treePerc,Mediterranean forest/shrubland,NO2,-1902.352577294143,0.052912637174441376,0.9109532227459577
totEmission,0.029206632034012612,0.008781672846584338,0.04963159122144088,6,8000,ConcentrationMean,treePerc,Mediterranean forest/shrubland,NO2,-1902.352577294143,0.052912637174441376,0.9109532227459577
total_precipitation,-0.03345498235464198,-0.04582593357824276,-0.021084031131041195,6,8000,ConcentrationMean,treePerc,Mediterranean forest/shrubland,NO2,-1902.352577294143,0.052912637174441376,0.9109532227459577
relative_humidity,-0.04292820920711815,-0.06734208382427564,-0.018514334589960664,6,8000,ConcentrationMean,treePerc,Mediterranean forest/shrubland,NO2,-1902.352577294143,0.052912637174441376,0.9109532227459577
temperature_2m,-0.03229871697098256,-0.05569187924922886,-0.008905554692736267,6,8000,ConcentrationMean,treePerc,Mediterranean forest/shrubland,NO2,-1902.352577294143,0.052912637174441376,0.9109532227459577
wind_abs,-0.07143589784104631,-0.08785363741689589,-0.05501815826519674,6,8000,ConcentrationMean,treePerc,Mediterranean forest/shrubland,NO2,-1902.352577294143,0.052912637174441376,0.9109532227459577
green,0.017119403902190716,-0.005904115683311992,0.040142923487693424,6,8000,ConcentrationMean,treePerc,Mediterranean forest/shrubland,PM10,-2834.900388566435,0.16592541793997664,0.7958022468581838
totEmission,0.01661767848845331,0.005844020974544874,0.027391336002361745,6,8000,ConcentrationMean,treePerc,Mediterranean forest/shrubland,PM10,-2834.900388566435,0.16592541793997664,0.7958022468581838
total_precipitation,-0.03892760867477853,-0.05191647226161302,-0.025938745087944033,6,8000,ConcentrationMean,treePerc,Mediterranean forest/shrubland,PM10,-2834.900388566435,0.16592541793997664,0.7958022468581838
relative_humidity,-0.007263429788342609,-0.03290998109139449,0.01838312151470927,6,8000,ConcentrationMean,treePerc,Mediterranean forest/shrubland,PM10,-2834.900388566435,0.16592541793997664,0.7958022468581838
temperature_2m,0.08115775447799684,0.05893106295333693,0.10338444600265674,6,8000,ConcentrationMean,treePerc,Mediterranean forest/shrubland,PM10,-2834.900388566435,0.16592541793997664,0.7958022468581838
wind_abs,-0.03743657956977833,-0.05229210399892313,-0.022581055140633535,6,8000,ConcentrationMean,treePerc,Mediterranean forest/shrubland,PM10,-2834.900388566435,0.16592541793997664,0.7958022468581838
green,0.01994774749730142,-0.024958483647942276,0.06485397864254512,6,8000,ConcentrationMean,treePerc,Mediterranean forest/shrubland,PM25,-690.4097303097014,0.07062991599987095,0.8298495583103757
totEmission,0.011846269629706307,-0.00662239742340354,0.030314936682816155,6,8000,ConcentrationMean,treePerc,Mediterranean forest/shrubland,PM25,-690.4097303097014,0.07062991599987095,0.8298495583103757
total_precipitation,-0.07437154322270528,-0.09636515936928096,-0.05237792707612961,6,8000,ConcentrationMean,treePerc,Mediterranean forest/shrubland,PM25,-690.4097303097014,0.07062991599987095,0.8298495583103757
relative_humidity,0.09299279286177142,0.04542067159360844,0.1405649141299344,6,8000,ConcentrationMean,treePerc,Mediterranean forest/shrubland,PM25,-690.4097303097014,0.07062991599987095,0.8298495583103757
temperature_2m,0.009235129781260558,-0.03336017299168419,0.0518304325542053,6,8000,ConcentrationMean,treePerc,Mediterranean forest/shrubland,PM25,-690.4097303097014,0.07062991599987095,0.8298495583103757
wind_abs,-0.026987051059838375,-0.0581984480884742,0.004224345968797449,6,8000,ConcentrationMean,treePerc,Mediterranean forest/shrubland,PM25,-690.4097303097014,0.07062991599987095,0.8298495583103757
green,-0.031304293328926855,-0.04529288412190871,-0.017315702535945,6,8000,ConcentrationMean,treePerc,Mediterranean forest/shrubland,O3,-7200.121669663677,0.12068159081821792,0.8526377537333262
totEmission,-0.00905908901720482,-0.019676060864986453,0.0015578828305768122,6,8000,ConcentrationMean,treePerc,Mediterranean forest/shrubland,O3,-7200.121669663677,0.12068159081821792,0.8526377537333262
total_precipitation,0.020353134202224652,0.014038750385341654,0.02666751801910765,6,8000,ConcentrationMean,treePerc,Mediterranean forest/shrubland,O3,-7200.121669663677,0.12068159081821792,0.8526377537333262
relative_humidity,-0.060328195303659175,-0.07488724068507242,-0.04576914992224593,6,8000,ConcentrationMean,treePerc,Mediterranean forest/shrubland,O3,-7200.121669663677,0.12068159081821792,0.8526377537333262
temperature_2m,-0.001720564173832489,-0.014513268128362018,0.01107213978069704,6,8000,ConcentrationMean,treePerc,Mediterranean forest/shrubland,O3,-7200.121669663677,0.12068159081821792,0.8526377537333262
wind_abs,0.019575152865901592,0.011295941461000701,0.027854364270802484,6,8000,ConcentrationMean,treePerc,Mediterranean forest/shrubland,O3,-7200.121669663677,0.12068159081821792,0.8526377537333262
green,-0.01380792939316222,-0.043190772937793026,0.015574914151468585,6,8000,ConcentrationMean,treePerc,Forest coniferous,NO2,-1212.3216188319748,0.06628466714019528,0.9453154897910815
totEmission,-0.008220919901259845,-0.045529563805114734,0.029087724002595045,6,8000,ConcentrationMean,treePerc,Forest coniferous,NO2,-1212.3216188319748,0.06628466714019528,0.9453154897910815
total_precipitation,-0.029193695478386218,-0.04710611573008866,-0.01128127522668378,6,8000,ConcentrationMean,treePerc,Forest coniferous,NO2,-1212.3216188319748,0.06628466714019528,0.9453154897910815
relative_humidity,-0.04668662676066643,-0.06835267998134756,-0.02502057353998529,6,8000,ConcentrationMean,treePerc,Forest coniferous,NO2,-1212.3216188319748,0.06628466714019528,0.9453154897910815
temperature_2m,-0.02249746334022093,-0.053137520266853686,0.008142593586411822,6,8000,ConcentrationMean,treePerc,Forest coniferous,NO2,-1212.3216188319748,0.06628466714019528,0.9453154897910815
wind_abs,-0.029328772515459303,-0.05181119855566911,-0.006846346475249492,6,8000,ConcentrationMean,treePerc,Forest coniferous,NO2,-1212.3216188319748,0.06628466714019528,0.9453154897910815
green,-0.028471404717263456,-0.057355489044669306,4.1267961014239754e-4,6,8000,ConcentrationMean,treePerc,Forest coniferous,PM10,-1133.8838172198293,0.19901835947347032,0.8992018592919854
totEmission,0.010462189974095678,-0.025864754364793373,0.046789134312984725,6,8000,ConcentrationMean,treePerc,Forest coniferous,PM10,-1133.8838172198293,0.19901835947347032,0.8992018592919854
total_precipitation,-0.05749678985425945,-0.07715315905334313,-0.03784042065517576,6,8000,ConcentrationMean,treePerc,Forest coniferous,PM10,-1133.8838172198293,0.19901835947347032,0.8992018592919854
relative_humidity,-0.07569739487300248,-0.10402647353685168,-0.04736831620915327,6,8000,ConcentrationMean,treePerc,Forest coniferous,PM10,-1133.8838172198293,0.19901835947347032,0.8992018592919854
temperature_2m,0.04635277659223168,0.01689678845008545,0.0758087647343779,6,8000,ConcentrationMean,treePerc,Forest coniferous,PM10,-1133.8838172198293,0.19901835947347032,0.8992018592919854
wind_abs,-0.025703125367208427,-0.04755398543607631,-0.003852265298340544,6,8000,ConcentrationMean,treePerc,Forest coniferous,PM10,-1133.8838172198293,0.19901835947347032,0.8992018592919854
green,-0.06473887922939761,-0.12355400470063155,-0.005923753758163668,6,8000,ConcentrationMean,treePerc,Forest coniferous,PM25,-84.83934777319519,0.11444006806054022,0.9189353832766529
totEmission,-0.03364330735434285,-0.11148442750340809,0.044197812794722395,6,8000,ConcentrationMean,treePerc,Forest coniferous,PM25,-84.83934777319519,0.11444006806054022,0.9189353832766529
total_precipitation,-0.058679520372548095,-0.09848976095104245,-0.018869279794053742,6,8000,ConcentrationMean,treePerc,Forest coniferous,PM25,-84.83934777319519,0.11444006806054022,0.9189353832766529
relative_humidity,-0.05329272247836663,-0.10830284194567127,0.0017173969889380178,6,8000,ConcentrationMean,treePerc,Forest coniferous,PM25,-84.83934777319519,0.11444006806054022,0.9189353832766529
temperature_2m,0.019931511676480818,-0.03928958652473147,0.07915260987769311,6,8000,ConcentrationMean,treePerc,Forest coniferous,PM25,-84.83934777319519,0.11444006806054022,0.9189353832766529
wind_abs,-0.07451082503666236,-0.11364746410252939,-0.03537418597079532,6,8000,ConcentrationMean,treePerc,Forest coniferous,PM25,-84.83934777319519,0.11444006806054022,0.9189353832766529
green,-0.05002808605717452,-0.07411637622765178,-0.02593979588669726,6,8000,ConcentrationMean,treePerc,Forest coniferous,O3,-1357.5873693706153,0.32580484999621967,0.8653352074772225
totEmission,-0.010771734221182829,-0.0390153577150003,0.01747188927263465,6,8000,ConcentrationMean,treePerc,Forest coniferous,O3,-1357.5873693706153,0.32580484999621967,0.8653352074772225
total_precipitation,0.009035556741592832,-0.00383239594752062,0.021903509430706285,6,8000,ConcentrationMean,treePerc,Forest coniferous,O3,-1357.5873693706153,0.32580484999621967,0.8653352074772225
relative_humidity,-0.0970025229891867,-0.11853094578731208,-0.07547410019106132,6,8000,ConcentrationMean,treePerc,Forest coniferous,O3,-1357.5873693706153,0.32580484999621967,0.8653352074772225
temperature_2m,-0.04390343968113892,-0.06903053173707813,-0.018776347625199717,6,8000,ConcentrationMean,treePerc,Forest coniferous,O3,-1357.5873693706153,0.32580484999621967,0.8653352074772225
wind_abs,0.029304319190315408,0.008215032188224853,0.05039360619240596,6,8000,ConcentrationMean,treePerc,Forest coniferous,O3,-1357.5873693706153,0.32580484999621967,0.8653352074772225
green,8.005452198611548e-4,-0.03081644284743554,0.03241753328715785,6,8000,ConcentrationMean,treePerc,Savanna/grassland,NO2,-802.995783624847,0.11048621010926415,0.9505412395832894
totEmission,-0.009161594708445214,-0.03539806313398677,0.017074873717096338,6,8000,ConcentrationMean,treePerc,Savanna/grassland,NO2,-802.995783624847,0.11048621010926415,0.9505412395832894
total_precipitation,0.008075717415357595,-0.01335733295393934,0.02950876778465453,6,8000,ConcentrationMean,treePerc,Savanna/grassland,NO2,-802.995783624847,0.11048621010926415,0.9505412395832894
relative_humidity,-0.08368320751748128,-0.12384579145652029,-0.04352062357844226,6,8000,ConcentrationMean,treePerc,Savanna/grassland,NO2,-802.995783624847,0.11048621010926415,0.9505412395832894
temperature_2m,-0.06399127773840073,-0.10840768921582193,-0.019574866260979526,6,8000,ConcentrationMean,treePerc,Savanna/grassland,NO2,-802.995783624847,0.11048621010926415,0.9505412395832894
wind_abs,-0.016195607040039042,-0.043089731771899356,0.010698517691821272,6,8000,ConcentrationMean,treePerc,Savanna/grassland,NO2,-802.995783624847,0.11048621010926415,0.9505412395832894
green,-0.056723665327884705,-0.13212571176449314,0.018678381108723725,6,8000,ConcentrationMean,treePerc,Savanna/grassland,PM10,-112.44023680777502,0.3979139062002651,0.7703607481598257
totEmission,0.021017932577652946,-0.035373092293579655,0.07740895744888554,6,8000,ConcentrationMean,treePerc,Savanna/grassland,PM10,-112.44023680777502,0.3979139062002651,0.7703607481598257
total_precipitation,-0.024849232606161738,-0.09113993059071018,0.0414414653783867,6,8000,ConcentrationMean,treePerc,Savanna/grassland,PM10,-112.44023680777502,0.3979139062002651,0.7703607481598257
relative_humidity,-0.1339603864564007,-0.21697001964207824,-0.050950753270723195,6,8000,ConcentrationMean,treePerc,Savanna/grassland,PM10,-112.44023680777502,0.3979139062002651,0.7703607481598257
temperature_2m,0.04408680939188329,-0.019271496232435216,0.1074451150162018,6,8000,ConcentrationMean,treePerc,Savanna/grassland,PM10,-112.44023680777502,0.3979139062002651,0.7703607481598257
wind_abs,0.005848468216748433,-0.03053298305566371,0.04222991948916058,6,8000,ConcentrationMean,treePerc,Savanna/grassland,PM10,-112.44023680777502,0.3979139062002651,0.7703607481598257
green,-0.051873232856448785,-0.09047066037437251,-0.013275805338525064,6,8000,ConcentrationMean,treePerc,Savanna/grassland,PM25,-336.89682530912,0.3121316273552037,0.6864177623532967
totEmission,0.029842426697447716,-0.012733177271873924,0.07241803066676936,6,8000,ConcentrationMean,treePerc,Savanna/grassland,PM25,-336.89682530912,0.3121316273552037,0.6864177623532967
total_precipitation,0.024112186567152524,-0.011085462644554778,0.05930983577885983,6,8000,ConcentrationMean,treePerc,Savanna/grassland,PM25,-336.89682530912,0.3121316273552037,0.6864177623532967
relative_humidity,-0.07713049513968193,-0.12600707294960367,-0.028253917329760174,6,8000,ConcentrationMean,treePerc,Savanna/grassland,PM25,-336.89682530912,0.3121316273552037,0.6864177623532967
temperature_2m,0.03686920266281442,-0.00541585725580683,0.07915426258143567,6,8000,ConcentrationMean,treePerc,Savanna/grassland,PM25,-336.89682530912,0.3121316273552037,0.6864177623532967
wind_abs,-0.012198238707629245,-0.041466617786640514,0.01707014037138202,6,8000,ConcentrationMean,treePerc,Savanna/grassland,PM25,-336.89682530912,0.3121316273552037,0.6864177623532967
green,0.0060187519849653525,-0.007819680275690001,0.019857184245620708,6,8000,ConcentrationMean,treePerc,Savanna/grassland,O3,-3016.5643704722197,0.2196138995470148,0.7792815458507545
totEmission,4.2139119041133515e-4,-0.011472773757343154,0.012315556138165823,6,8000,ConcentrationMean,treePerc,Savanna/grassland,O3,-3016.5643704722197,0.2196138995470148,0.7792815458507545
total_precipitation,0.008795269672293061,-5.854979179497326e-4,0.018176037262535853,6,8000,ConcentrationMean,treePerc,Savanna/grassland,O3,-3016.5643704722197,0.2196138995470148,0.7792815458507545
relative_humidity,-0.07577615105480151,-0.0908303871669861,-0.06072191494261692,6,8000,ConcentrationMean,treePerc,Savanna/grassland,O3,-3016.5643704722197,0.2196138995470148,0.7792815458507545
temperature_2m,0.015501038206996094,0.0013753950768496774,0.02962668133714251,6,8000,ConcentrationMean,treePerc,Savanna/grassland,O3,-3016.5643704722197,0.2196138995470148,0.7792815458507545
wind_abs,0.010674204716969397,-3.5720001258994147e-4,0.021705609446528735,6,8000,ConcentrationMean,treePerc,Savanna/grassland,O3,-3016.5643704722197,0.2196138995470148,0.7792815458507545
green,-0.00879790304277279,-0.019168637849759217,0.001572831764213637,6,8000,ConcentrationMean,ndvi,Forest mixed,NO2,-7987.221027037551,0.05183972194967289,0.9283679068502104
totEmission,0.041573551678850955,0.03143912185971045,0.05170798149799146,6,8000,ConcentrationMean,ndvi,Forest mixed,NO2,-7987.221027037551,0.05183972194967289,0.9283679068502104
total_precipitation,-0.03174843789830558,-0.038209600672446456,-0.025287275124164704,6,8000,ConcentrationMean,ndvi,Forest mixed,NO2,-7987.221027037551,0.05183972194967289,0.9283679068502104
relative_humidity,-5.196725019687414e-4,-0.007668987258799207,0.0066296422548617244,6,8000,ConcentrationMean,ndvi,Forest mixed,NO2,-7987.221027037551,0.05183972194967289,0.9283679068502104
temperature_2m,-0.00934138301069552,-0.01876129991373487,7.853389234382946e-5,6,8000,ConcentrationMean,ndvi,Forest mixed,NO2,-7987.221027037551,0.05183972194967289,0.9283679068502104
wind_abs,-0.027086548122766903,-0.03430106489474122,-0.019872031350792588,6,8000,ConcentrationMean,ndvi,Forest mixed,NO2,-7987.221027037551,0.05183972194967289,0.9283679068502104
green,-0.011505894712477142,-0.02131910860073192,-0.0016926808242223677,6,8000,ConcentrationMean,ndvi,Forest mixed,PM10,-7819.2391150611365,0.11764725431463066,0.8578856405022702
totEmission,0.024660587471842115,0.013708326875967989,0.03561284806771624,6,8000,ConcentrationMean,ndvi,Forest mixed,PM10,-7819.2391150611365,0.11764725431463066,0.8578856405022702
total_precipitation,-0.0367745662747309,-0.043315411944202534,-0.030233720605259265,6,8000,ConcentrationMean,ndvi,Forest mixed,PM10,-7819.2391150611365,0.11764725431463066,0.8578856405022702
relative_humidity,-0.020366820867244218,-0.02717773299678013,-0.013555908737708306,6,8000,ConcentrationMean,ndvi,Forest mixed,PM10,-7819.2391150611365,0.11764725431463066,0.8578856405022702
temperature_2m,-0.0012696651224883616,-0.010510368527332581,0.007971038282355859,6,8000,ConcentrationMean,ndvi,Forest mixed,PM10,-7819.2391150611365,0.11764725431463066,0.8578856405022702
wind_abs,-0.026397021223924864,-0.03336130951988388,-0.01943273292796585,6,8000,ConcentrationMean,ndvi,Forest mixed,PM10,-7819.2391150611365,0.11764725431463066,0.8578856405022702
green,0.002410053233005548,-0.013532780112467533,0.01835288657847863,6,8000,ConcentrationMean,ndvi,Forest mixed,PM25,-2587.806634142704,0.0954443771303744,0.8924216282912516
totEmission,0.006633805790503732,-0.015987947320329175,0.029255558901336638,6,8000,ConcentrationMean,ndvi,Forest mixed,PM25,-2587.806634142704,0.0954443771303744,0.8924216282912516
total_precipitation,-0.027761135680213083,-0.03818057488693512,-0.01734169647349105,6,8000,ConcentrationMean,ndvi,Forest mixed,PM25,-2587.806634142704,0.0954443771303744,0.8924216282912516
relative_humidity,-0.005040801871455292,-0.018547588064516608,0.008465984321606026,6,8000,ConcentrationMean,ndvi,Forest mixed,PM25,-2587.806634142704,0.0954443771303744,0.8924216282912516
temperature_2m,-0.010903435016042512,-0.025395563103391146,0.0035886930713061194,6,8000,ConcentrationMean,ndvi,Forest mixed,PM25,-2587.806634142704,0.0954443771303744,0.8924216282912516
wind_abs,-0.016237377585243074,-0.027695423315527788,-0.0047793318549583606,6,8000,ConcentrationMean,ndvi,Forest mixed,PM25,-2587.806634142704,0.0954443771303744,0.8924216282912516
green,-0.005906856074591246,-0.01307645310956424,0.0012627409603817481,6,8000,ConcentrationMean,ndvi,Forest mixed,O3,-10932.249823823651,0.11899263919244014,0.7766140386638288
totEmission,-0.0024553823097999117,-0.009740466801936026,0.004829702182336202,6,8000,ConcentrationMean,ndvi,Forest mixed,O3,-10932.249823823651,0.11899263919244014,0.7766140386638288
total_precipitation,0.023272435206927792,0.018282064230741045,0.02826280618311454,6,8000,ConcentrationMean,ndvi,Forest mixed,O3,-10932.249823823651,0.11899263919244014,0.7766140386638288
relative_humidity,-0.07408471651545386,-0.07981293118126699,-0.06835650184964072,6,8000,ConcentrationMean,ndvi,Forest mixed,O3,-10932.249823823651,0.11899263919244014,0.7766140386638288
temperature_2m,-0.024675332112889158,-0.03173714898453576,-0.017613515241242557,6,8000,ConcentrationMean,ndvi,Forest mixed,O3,-10932.249823823651,0.11899263919244014,0.7766140386638288
wind_abs,0.02958891646049755,0.024173330595299136,0.03500450232569596,6,8000,ConcentrationMean,ndvi,Forest mixed,O3,-10932.249823823651,0.11899263919244014,0.7766140386638288
green,-0.02287932727801613,-0.04789268210891334,0.0021340275528810813,6,8000,ConcentrationMean,ndvi,Mediterranean forest/shrubland,NO2,-1903.2340489755225,0.053277718308741645,0.9107222178477608
totEmission,0.02662408930167596,0.006111033905692776,0.047137144697659145,6,8000,ConcentrationMean,ndvi,Mediterranean forest/shrubland,NO2,-1903.2340489755225,0.053277718308741645,0.9107222178477608
total_precipitation,-0.029769456616748628,-0.04174212306349145,-0.017796790170005808,6,8000,ConcentrationMean,ndvi,Mediterranean forest/shrubland,NO2,-1903.2340489755225,0.053277718308741645,0.9107222178477608
relative_humidity,-0.03491056721441816,-0.05950451428371413,-0.010316620145122187,6,8000,ConcentrationMean,ndvi,Mediterranean forest/shrubland,NO2,-1903.2340489755225,0.053277718308741645,0.9107222178477608
