"site","site_name","latitude","longitude","elevation","country","country_iso_code","site_type","site_area","date_start","date_end","network","eu_code","eoi_code","observation_count","data_source"
"at4s125","Bad Ischl,Rettenbachstraße",47.7161111105768,13.6322222222222,460,"austria","AT","background","suburban",1991-04-04 00:00:00,2022-06-13 17:00:00,"NET.04","STA.04.S125","AT4S125",1553552,"airbase; aqer:e1a; aqer:e2a"
"at4s131","Linz Tankhafen",48.2944418112928,14.3374712606612,254,"austria","AT","industrial","urban",2001-01-01 00:00:00,2012-01-01 00:00:00,"NET-AT001A","STA-AT4S131","AT4S131",32,"airbase"
"at4s156","Braunau Zentrum,Kolpingplatz",48.2577777772445,13.0397222222222,350,"austria","AT","background","suburban",1999-09-30 00:00:00,2022-06-13 17:00:00,"NET.04","STA.04.S156","AT4S156",1367001,"airbase; aqer:e1a; aqer:e2a"
"at4s165","Enns Kristein A1",48.206944,14.454169,282,"austria","AT","traffic","rural",2003-01-27 00:00:00,2012-12-31 23:00:00,NA,NA,NA,595936,"airbase"
"at4s166","Weibern A8",48.17889,13.683614,450,"austria","AT","traffic","rural",2003-05-20 00:00:00,2004-12-31 23:00:00,NA,NA,NA,40490,"airbase"
"at4s169","Haid  - Ansfelden",48.2,14.25112,280,"austria","AT","traffic","suburban",2004-03-17 00:00:00,2004-12-31 23:00:00,NA,NA,NA,21057,"airbase"
"at4s171","Enns Eckmayermühle B309",48.209724,14.433889,260,"austria","AT","traffic","rural",2006-01-01 00:00:00,2007-12-31 23:00:00,NA,NA,NA,89114,"airbase"
"at4s173","Steyregg Au,Freizeitpark",48.2797499994668,14.3665,250,"austria","AT","industrial","suburban",2007-01-01 00:00:00,2022-06-13 17:00:00,"NET.04","STA.04.S173","AT4S173",814855,"airbase; aqer:e1a; aqer:e2a"
"at4s184","Linz Stadtpark,Noßbergerstraße",48.3061194439113,14.2975027777778,260,"austria","AT","background","urban",2009-01-01 00:00:00,2022-06-13 17:00:00,"NET.04","STA.04.S184","AT4S184",497881,"airbase; aqer:e1a; aqer:e2a"
"at4s197","Steyregg Plesching",48.319721,14.339444,258,"austria","AT","industrial","suburban",2010-01-01 00:00:00,2010-12-31 23:00:00,NA,NA,NA,27109,"airbase"
"at4s198","Steyregg Windegg",48.293056,14.344999,255,"austria","AT","industrial","suburban",2010-01-01 00:00:00,2010-12-31 23:00:00,NA,NA,NA,26367,"airbase"
"at4s199","Ternberg",47.94389,14.361667,340,"austria","AT","background","rural",2010-01-01 00:00:00,2010-12-31 23:00:00,NA,NA,NA,58030,"airbase"
"at4s217","Enns Kristein 3 - Westautobahn",48.2094444439111,14.4369444444444,255,"austria","AT","traffic","rural_nearcity",2012-12-13 23:00:00,2022-06-13 17:00:00,"NET.04","STA.04.S217","AT4S217",344167,"aqer:e1a; aqer:e2a"
"at4s235","Feuerkogel (Höllengebirge)",47.8158549994659,13.720737,1602,"austria","AT","background","rural_remote",2015-05-18 22:00:00,2022-06-13 17:00:00,"NET.04","STA.04.S235","AT4S235",57270,"aqer:e1a; aqer:e2a"
"at4s245","Lenzing Hauptstraße",47.9741388894662,13.6150463,485,"austria","AT","industrial","rural",2017-03-12 22:00:00,2018-03-26 22:00:00,"NET.04","STA.04.S245","AT4S245",18089,"aqer:e1a"
"at4s252","Steyr Tomitzstraße",48.0363319994663,14.415724,308,"austria","AT","traffic","suburban",2018-12-31 23:00:00,2019-06-27 05:00:00,"NET.04","STA.04.S252","AT4S252",8289,"aqer:e1a"
"at4s254","Hallstatt Lahn",47.5570833294654,13.6472778,510,"austria","AT","traffic","rural",2018-12-31 23:00:00,2019-11-13 22:00:00,"NET.04","STA.04.S254","AT4S254",21912,"aqer:e1a"
"at4s401","Linz Hauserhof",48.291943,14.291395,290,"austria","AT","background","urban",1996-01-01 00:00:00,2000-12-31 23:00:00,NA,NA,NA,215591,"airbase"
"at4s403","Linz Urfahr",48.315556,14.280833,269,"austria","AT","traffic","urban",1990-01-01 00:00:00,2007-01-01 00:00:00,NA,NA,NA,768325,"airbase"
"at4s404","Traun Tischlerstraße",48.2253499994667,14.23755,274,"austria","AT","background","suburban",1990-01-01 00:00:00,2022-06-13 17:00:00,"NET.04","STA.04.S404","AT4S404",2127559,"airbase; aqer:e1a; aqer:e2a"
"at4s405","Asten Kirchengasse",48.223335,14.416667,255,"austria","AT","traffic","suburban",1990-01-01 00:00:00,2002-12-31 23:00:00,NA,NA,NA,722032,"airbase"
"at4s406","Wels Linzerstraße",48.1648999994666,14.0366,316,"austria","AT","background","suburban",1990-01-01 00:00:00,2022-06-13 17:00:00,"NET.04","STA.04.S406","AT4S406",1677272,"airbase; aqer:e1a; aqer:e2a"
"at4s407","Vöcklabruck,Untere Agergasse",48.0008333327996,13.6675,420,"austria","AT","background","suburban",1990-01-01 00:00:00,2022-06-13 17:00:00,"NET.04","STA.04.S407","AT4S407",828523,"airbase; aqer:e1a; aqer:e2a"
"at4s409","Steyr Münichholz",48.0494444439108,14.4427777777778,305,"austria","AT","background","suburban",1990-01-01 00:00:00,2022-06-13 17:00:00,"NET.04","STA.04.S409","AT4S409",2073236,"airbase; aqer:e1a; aqer:e2a"
"at4s410","Braunau Lach",48.246666,13.051403,363,"austria","AT","traffic","rural",1993-01-01 00:00:00,1999-09-30 15:00:00,NA,NA,NA,264066,"airbase"
"at4s412","Linz Kleinmünchen",48.2541666661334,14.3105555555556,258,"austria","AT","background","suburban",1990-01-01 00:00:00,2016-12-31 23:00:00,"NET.04","STA.04.S412","AT4S412",1149209,"airbase; aqer:e1a"
"at4s413","Linz Ursulinenhof",48.303055,14.291676,262,"austria","AT","background","urban",1995-01-01 00:00:00,1996-12-31 23:00:00,NA,NA,NA,82668,"airbase"
"at4s414","Linz ORF-Zentrum",48.297501,14.301403,263,"austria","AT","background","urban",1990-01-01 00:00:00,2007-12-11 00:00:00,NA,NA,NA,1008207,"airbase"
"at4s415","Linz 24er Turm A7",48.3233329994669,14.2977778,255,"austria","AT","traffic","suburban",1990-01-01 00:00:00,2022-06-13 17:00:00,"NET.04","STA.04.S415","AT4S415",1619458,"airbase; aqer:e1a; aqer:e2a"
"at4s416","Linz Neue Welt",48.2732899994668,14.31479,265,"austria","AT","background","urban",1985-01-01 00:00:00,2022-06-13 17:00:00,"NET.04","STA.04.S416","AT4S416",2319717,"airbase; aqer:e1a; aqer:e2a"
"at4s417","Steyregg Weih",48.290276,14.352778,335,"austria","AT","industrial","suburban",1990-01-01 00:00:00,2008-01-01 00:00:00,NA,NA,NA,1324969,"airbase"
"at4s418","Lenzing Winterstrasse",47.9719443994662,13.60083333,510,"austria","AT","industrial","rural",1985-01-01 00:00:00,2019-10-28 22:00:00,"NET.04","STA.04.S418","AT4S418",1601256,"airbase; aqer:e1a"
"at4s420","Schöneben",48.7125,13.952244,920,"austria","AT","background","rural",1985-01-01 00:00:00,2012-09-11 11:00:00,NA,NA,NA,646992,"airbase"
"at4s425","Linz Freinberg",48.297222,14.267509,380,"austria","AT","background","suburban",2000-05-02 00:00:00,2002-12-31 23:00:00,NA,NA,NA,98801,"airbase"
"at4s431","Linz Römerberg B139",48.3029899994669,14.28217,262,"austria","AT","traffic","urban",1997-11-03 00:00:00,2022-06-13 17:00:00,"NET.04","STA.04.S431","AT4S431",1080698,"airbase; aqer:e1a; aqer:e2a"
"at4s432","Lenzing Hauptstraße",47.9738599994662,13.60892,485,"austria","AT","industrial","suburban",2019-10-29 15:00:00,2022-06-13 17:00:00,"NET.04","STA.04.S432","AT4S432",129963,"aqer:e1a; aqer:e2a"
"at51000","Salzburg Rudolfsplatz",47.7974999994658,13.0536111111111,425,"austria","AT","traffic","urban",1990-01-01 00:00:00,2022-06-13 17:00:00,"NET.05","STA.05.1000","AT51000",1391180,"airbase; aqer:e1a; aqer:e2a"
"at51002","Gaisberg Zistelalm",47.798332,13.116667,1010,"austria","AT","background","rural",1991-01-07 00:00:00,2003-10-14 17:00:00,NA,NA,NA,201754,"airbase"
"at51066","Salzburg Mirabellplatz",47.8055555994659,13.043333,430,"austria","AT","background","urban",1994-01-01 00:00:00,2022-06-13 17:00:00,"NET.05","STA.05.1066","AT51066",1653886,"airbase; aqer:e1a; aqer:e2a"
"at51200","Salzburg Lehener Park,Franz Martin-Straße 1",47.8156499994659,13.03488,420,"austria","AT","background","urban",2001-06-01 00:00:00,2022-06-13 17:00:00,"NET.05","STA.05.1200","AT51200",1051711,"airbase; aqer:e1a; aqer:e2a"
"at51299","Salzburg Lehen Revierstraße",47.816387,13.031388,420,"austria","AT","background","urban",1990-01-01 00:00:00,2001-06-26 23:00:00,NA,NA,NA,101832,"airbase"
"at51500","Salzburg Stadtautobahn A1",47.814861,13.000439,425,"austria","AT",NA,NA,2020-11-21 10:00:00,2022-06-13 17:00:00,NA,NA,NA,26289,"aqer:e2a"
"at52000","Hallein B159 Kreisverkehr",47.6830555994656,13.1,440,"austria","AT","industrial","urban",1981-01-01 00:00:00,2022-06-13 17:00:00,"NET.05","STA.05.2000","AT52000",1602554,"airbase; aqer:e1a; aqer:e2a"
"at52015","Hallein Gamp",47.672779,13.113903,440,"austria","AT","industrial","suburban",1994-09-08 00:00:00,2001-12-31 23:00:00,NA,NA,NA,66047,"airbase"
"at52055","St. Koloman Kleinhorn",47.6502777994656,13.232778,1005,"austria","AT","background","rural",1990-06-30 00:00:00,2022-06-13 17:00:00,"NET.05","STA.05.2055","AT52055",830043,"airbase; aqer:e1a; aqer:e2a"
"at52100","Hallein Winterstall",47.6669999994656,13.106,650,"austria","AT","background","rural_nearcity",1987-06-26 00:00:00,2022-06-13 17:00:00,"NET.05","STA.05.2100","AT52100",1118703,"airbase; aqer:e1a; aqer:e2a"
"at52300","Hallein A10 Tauernautobahn",47.6913499994657,13.10815,445,"austria","AT","traffic","rural",2003-02-04 00:00:00,2022-06-13 17:00:00,"NET.05","STA.05.2300","AT52300",571535,"airbase; aqer:e1a; aqer:e2a"
"at53055","Haunsberg",47.9366669994661,13.0158333,730,"austria","AT","background","rural",1986-01-01 00:00:00,2022-06-13 17:00:00,"NET.05","STA.05.3055","AT53055",1187500,"airbase; aqer:e1a; aqer:e2a"
"at54057","St. Johann im Pongau,Bezirkshauptmannschaft",47.3513869994651,13.205556,620,"austria","AT","background","suburban",1991-05-06 00:00:00,2022-06-13 17:00:00,"NET.05","STA.05.4057","AT54057",624922,"airbase; aqer:e1a; aqer:e2a"
"at55016","Tamsweg Bezirkshauptmannschaft",47.127777,13.813903,1040,"austria","AT","background","suburban",1994-01-01 00:00:00,2000-12-31 23:00:00,NA,NA,NA,125438,"airbase"
"at55018","Zederhaus A10",47.1540699994648,13.50508,1205,"austria","AT","traffic","rural",2000-01-01 00:00:00,2019-02-25 22:00:00,"NET.05","STA.05.5018","AT55018",976330,"airbase; aqer:e1a"
"at55019","Zederhaus Lamm",47.1337799994647,13.54318,1140,"austria","AT","traffic","rural",2019-02-16 22:00:00,2022-06-13 17:00:00,"NET.05","STA.05.5019","AT55019",83026,"aqer:e1a; aqer:e2a"
"at55032","Tamsweg Untere Postgasse",47.1258333327981,13.8083333333333,1025,"austria","AT","background","suburban",1994-05-01 00:00:00,2022-06-13 17:00:00,"NET.05","STA.05.5032","AT55032",1554130,"airbase; aqer:e1a; aqer:e2a"
"at56065","Zell am See Schloßplatz",47.325832,12.796956,785,"austria","AT","traffic","rural",1997-01-01 00:00:00,1997-12-31 23:00:00,NA,NA,NA,9125,"airbase"
"at56071","Zell am See Krankenhaus",47.3394429994651,12.813889,770,"austria","AT","background","suburban",1994-01-01 00:00:00,2014-07-08 22:00:00,"NET.05","STA.05.6071","AT56071",350316,"airbase; aqer:e1a"
"at56072","Zell am See Freizeitzentrum/Eishalle",47.326639999465,12.795124,775,"austria","AT","background","suburban",2013-12-31 23:00:00,2022-06-13 17:00:00,"NET.05","STA.05.6072","AT56072",140336,"aqer:e1a; aqer:e2a"
"at60018","Graz Schloßberg",47.075833332798,15.4375,450,"austria","AT","background","urban",1992-01-01 00:00:00,2022-06-13 17:00:00,"NET.06","STA.06.018","AT60018",436030,"airbase; aqer:e1a; aqer:e2a"
"at60020","Graz Platte",47.113056,15.470558,661,"austria","AT","background","suburban",1992-01-08 00:00:00,2010-09-15 07:00:00,NA,NA,NA,318622,"airbase"
"at60036","Graz Lustbühel",47.0670111105758,15.4936888888889,473,"austria","AT","background","suburban",2011-01-01 00:00:00,2022-06-13 17:00:00,"NET.06","STA.06.036","AT60036",215120,"airbase; aqer:e1a; aqer:e2a"
"at60103","Voitsberg Freibad",47.049721,15.15,390,"austria","AT","background","urban",1996-01-01 00:00:00,1998-10-28 19:00:00,NA,NA,NA,101640,"airbase"
"at60104","Voitsberg Krems",47.038887,15.165569,380,"austria","AT","background","suburban",1990-01-01 00:00:00,2005-12-31 23:00:00,NA,NA,NA,531999,"airbase"
"at60105","Piber",47.081665,15.078889,585,"austria","AT","background","rural",1990-01-01 00:00:00,2005-12-31 23:00:00,NA,NA,NA,742105,"airbase"
"at60106","Köflach",47.0633299994646,15.086667,445,"austria","AT","background","urban",1990-01-01 00:00:00,2022-06-13 17:00:00,"NET.06","STA.06.106","AT60106",1074178,"airbase; aqer:e1a; aqer:e2a"
"at60107","Voitsberg Mühlgasse",47.0447222216868,15.1527777777778,390,"austria","AT","background","suburban",1999-02-16 00:00:00,2022-06-13 17:00:00,"NET.06","STA.06.107","AT60107",1181770,"airbase; aqer:e1a; aqer:e2a"
"at60114","Zeltweg Hauptschule",47.1924999994648,14.753333,675,"austria","AT","background","suburban",1987-01-01 00:00:00,2022-06-13 17:00:00,"NET.06","STA.06.114","AT60114",830773,"airbase; aqer:e1a; aqer:e2a"
"at60115","Knittelfeld Kindergarten",47.218056,14.830011,635,"austria","AT","background","urban",1990-01-01 00:00:00,2001-12-04 08:00:00,NA,NA,NA,344028,"airbase"
"at60118","Judenburg,Sportplatz",47.1783333327981,14.6766666666667,715,"austria","AT","background","suburban",1990-01-01 00:00:00,2022-06-13 17:00:00,"NET.06","STA.06.118","AT60118",1328626,"airbase; aqer:e1a; aqer:e2a"
"at60119","Knittelfeld Parkstraße",47.2103699994648,14.8252777777778,635,"austria","AT","background","urban",2002-01-01 00:00:00,2022-06-13 17:00:00,"NET.06","STA.06.119","AT60119",658391,"airbase; aqer:e1a; aqer:e2a"
"at60127","Pöls Ost - Unterer Zechner",47.218889,14.601683,795,"austria","AT","background","rural",1990-01-01 00:00:00,2010-08-01 00:00:00,NA,NA,NA,665181,"airbase"
"at60135","Straßengel Kirche",47.1130555550203,15.3391666666667,454,"austria","AT","industrial","urban",1990-01-01 00:00:00,2022-06-13 17:00:00,"NET.06","STA.06.135","AT60135",1008413,"airbase; aqer:e1a; aqer:e2a"
"at60136","Judendorf Süd",47.1202777772447,15.351111111111,375,"austria","AT","industrial","suburban",1990-01-01 00:00:00,2022-06-13 17:00:00,"NET.06","STA.06.136","AT60136",1038606,"airbase; aqer:e1a; aqer:e2a"
"at60137","Hochgössnitz",47.0591699994646,15.016667,900,"austria","AT","background","rural_regional",1990-01-01 00:00:00,2021-12-30 17:00:00,"NET.06","STA.06.137","AT60137",1310500,"airbase; aqer:e1a; aqer:e2a"
"at60138","Graz Nord Gösting",47.0943611105647,15.4151111111111,355,"austria","AT","background","suburban",1990-01-01 00:00:00,2022-06-13 17:00:00,"NET.06","STA.06.138","AT60138",1650683,"airbase; aqer:e1a; aqer:e2a"
"at60139","Graz West - Eggenberg",47.0694429994647,15.404388,370,"austria","AT","background","urban",1990-01-01 00:00:00,2022-06-13 17:00:00,"NET.06","STA.06.139","AT60139",1295896,"airbase; aqer:e1a; aqer:e2a"
"at60140","Graz Süd Herrgottwiesgasse",47.043056,15.434736,345,"austria","AT","background","suburban",1990-01-01 00:00:00,2003-04-23 21:00:00,NA,NA,NA,618467,"airbase"
"at60141","Leoben Göss",47.358888888354,15.1036111111111,554,"austria","AT","background","suburban",1990-01-01 00:00:00,2022-06-13 17:00:00,"NET.06","STA.06.141","AT60141",1046004,"airbase; aqer:e1a; aqer:e2a"
"at60142","Leoben Donawitz Kindergarten",47.3755555550207,15.0745,555,"austria","AT","industrial","suburban",1990-01-01 00:00:00,2022-06-13 17:00:00,"NET.06","STA.06.142","AT60142",1567433,"airbase; aqer:e1a; aqer:e2a"
"at60143","Leoben Zentrum",47.3824999994651,15.0891666666667,543,"austria","AT","background","urban",1990-01-01 00:00:00,2022-06-13 17:00:00,"NET.06","STA.06.143","AT60143",1380821,"airbase; aqer:e1a; aqer:e2a"
"at60144","Bruck an der Mur - Glorietteweg",47.415279,15.280847,550,"austria","AT","background","urban",1996-01-01 00:00:00,1999-06-07 09:00:00,NA,NA,NA,87569,"airbase"
"at60145","Kapfenberg St. Martin",47.4458333327985,15.29032,517,"austria","AT","background","suburban",1990-01-01 00:00:00,2022-06-13 17:00:00,"NET.06","STA.06.145","AT60145",1035574,"airbase; aqer:e1a; aqer:e2a"
"at60147","Deutschlandsberg Frauentalerstraße",46.818333,15.228344,365,"austria","AT","background","urban",1990-01-01 00:00:00,2005-08-29 08:00:00,NA,NA,NA,881012,"airbase"
"at60150","Rennfeld",47.4055555550207,15.3608333333333,1610,"austria","AT","background","rural_remote",1990-01-01 00:00:00,2022-06-13 17:00:00,"NET.06","STA.06.150","AT60150",623482,"airbase; aqer:e1a; aqer:e2a"
"at60151","Bockberg",46.8713888883533,15.4958333333333,449,"austria","AT","background","rural",1988-06-09 15:00:00,2022-06-13 17:00:00,"NET.06","STA.06.151","AT60151",1489633,"airbase; aqer:e1a; aqer:e2a"
"at60154","Wildon",46.887501,15.508061,314,"austria","AT","background","rural",1996-01-10 00:00:00,1999-12-31 23:00:00,NA,NA,NA,81210,"airbase"
"at60156","Masenberg",47.3480599994651,15.882222,1180,"austria","AT","background","rural_regional",1990-01-01 00:00:00,2022-06-13 17:00:00,"NET.06","STA.06.156","AT60156",1577086,"airbase; aqer:e1a; aqer:e2a"
"at60157","Grundlsee Tressensattel",47.6305599994655,13.796667,980,"austria","AT","background","rural_regional",1990-03-02 00:00:00,2022-06-13 16:00:00,"NET.06","STA.06.157","AT60157",598416,"airbase; aqer:e1a; aqer:e2a"
"at60160","Graz Mitte Landhausgasse",47.069721,15.438614,355,"austria","AT","background","urban",1990-01-01 00:00:00,2009-12-12 00:00:00,NA,NA,NA,788930,"airbase"
"at60161","Graz Ost",47.060555,15.471113,366,"austria","AT","background","suburban",1990-01-01 00:00:00,2004-11-26 00:00:00,NA,NA,NA,431084,"airbase"
"at60162","Graz Südwest",47.033054,15.4,360,"austria","AT","background","suburban",1996-01-01 00:00:00,1999-12-14 10:00:00,NA,NA,NA,116301,"airbase"
"at60164","Graz Don Bosco",47.0556109994646,15.416603,358,"austria","AT","background","urban",2000-01-01 00:00:00,2022-06-13 17:00:00,"NET.06","STA.06.164","AT60164",1039477,"airbase; aqer:e1a; aqer:e2a"
"at60170","Graz Süd Tiergartenweg",47.0416679994646,15.433056,345,"austria","AT","background","urban",2003-04-25 00:00:00,2022-06-13 17:00:00,"NET.06","STA.06.170","AT60170",1180637,"airbase; aqer:e1a; aqer:e2a"
"at60171","Graz Ost Petersgasse",47.0594439994646,15.466666,366,"austria","AT","traffic","suburban",2006-01-01 00:00:00,2022-06-13 17:00:00,"NET.06","STA.06.171","AT60171",363370,"airbase; aqer:e1a; aqer:e2a"
"at60172","Graz Mitte Gries",47.0692399994646,15.431945,366,"austria","AT","background","urban",2010-02-18 00:00:00,2022-06-13 17:00:00,"NET.06","STA.06.172","AT60172",391947,"airbase; aqer:e1a; aqer:e2a"
"at60177","Liezen Pyhnbrach - Alte Gasse",47.5654389994654,14.244676,649,"austria","AT","background","suburban",2015-10-22 22:00:00,2022-06-13 17:00:00,"NET.06","STA.06.177","AT60177",278395,"aqer:e1a; aqer:e2a"
"at60178","Weiz Bahnhofstraße",47.2157029994648,15.628392,459,"austria","AT","background","suburban",2015-07-05 23:00:00,2022-06-13 17:00:00,"NET.06","STA.06.178","AT60178",291412,"aqer:e1a; aqer:e2a"
"at60179","Hartberg Zentrum",47.282859999465,15.971852,349,"austria","AT","background","suburban",2010-01-29 12:00:00,2022-06-13 17:00:00,"NET.06","STA.06.179","AT60179",582693,"airbase; aqer:e1a; aqer:e2a"
"at60180","Bruck an der Mur Flurgasse",47.4094429994652,15.253333,485,"austria","AT","background","suburban",2007-04-04 00:00:00,2022-06-13 17:00:00,"NET.06","STA.06.180","AT60180",473246,"airbase; aqer:e1a; aqer:e2a"
"at60181","Weiz Birkfelder Straße",47.2172239994649,15.628333,456,"austria","AT","background","urban",1993-01-01 00:00:00,2015-06-30 06:00:00,"NET.06","STA.06.181","AT60181",1164465,"airbase; aqer:e1a"
"at60182","Liezen Alte Gasse 8",47.5672222216877,14.2436111111111,665,"austria","AT","background","suburban",1993-05-01 00:00:00,2015-09-09 06:00:00,"NET.06","STA.06.182","AT60182",1071763,"airbase; aqer:e1a"
"at60183","Peggau",47.2063888883537,15.3458333333333,410,"austria","AT","background","rural_regional",1993-05-13 00:00:00,2018-07-03 22:00:00,"NET.06","STA.06.183","AT60183",801603,"airbase; aqer:e1a"
"at60184","Kindberg-Wartberg",47.514446,15.486392,660,"austria","AT","background","rural",1995-01-11 00:00:00,2004-10-07 14:00:00,NA,NA,NA,168476,"airbase"
"at60185","Klöch bei Bad Radkersburg",46.7674999994643,15.956111,415,"austria","AT","background","rural_regional",1995-06-21 00:00:00,2022-06-13 17:00:00,"NET.06","STA.06.185","AT60185",780291,"airbase; aqer:e1a; aqer:e2a"
"at60186","Reiterberg",47.223611,14.638894,935,"austria","AT","industrial","rural",1996-01-01 00:00:00,2010-08-01 07:00:00,NA,NA,NA,199194,"airbase"
